customer_id,month,plan_type,is_active,sessions,features_used
C0005,2023-09-01,Enterprise,True,32,8
C0005,2023-10-01,Enterprise,True,58,6
C0005,2023-11-01,Enterprise,True,51,9
C0005,2023-12-01,Enterprise,True,42,12
C0005,2024-01-01,Enterprise,True,48,9
C0005,2024-02-01,Enterprise,True,26,8
C0005,2024-03-01,Enterprise,True,47,7
C0005,2024-04-01,Enterprise,True,25,9
C0005,2024-05-01,Enterprise,True,39,11
C0005,2024-06-01,Enterprise,True,47,6
C0005,2024-07-01,Enterprise,True,52,6
C0005,2024-08-01,Enterprise,True,32,6
C0005,2024-09-01,Enterprise,True,25,8
C0005,2024-10-01,Enterprise,True,56,6
C0005,2024-11-01,Enterprise,True,43,12
C0005,2024-12-01,Enterprise,True,51,6
C0006,2023-01-01,Starter,True,8,1
C0006,2023-02-01,Starter,True,6,2
C0006,2023-03-01,Starter,True,5,1
C0006,2023-04-01,Starter,True,10,1
C0006,2023-05-01,Starter,True,4,2
C0006,2023-06-01,Starter,True,9,1
C0006,2023-07-01,Starter,True,3,3
C0006,2023-08-01,Starter,True,7,4
C0006,2023-09-01,Starter,True,8,4
C0006,2023-10-01,Starter,True,9,3
C0006,2023-11-01,Starter,True,3,3
C0006,2023-12-01,Starter,True,7,4
C0006,2024-01-01,Starter,True,8,3
C0006,2024-02-01,Starter,True,10,1
C0006,2024-03-01,Starter,True,5,2
C0006,2024-04-01,Starter,True,5,4
C0006,2024-05-01,Starter,True,6,3
C0006,2024-06-01,Starter,True,9,3
C0006,2024-07-01,Starter,True,9,4
C0006,2024-08-01,Starter,True,10,4
C0006,2024-09-01,Starter,True,10,1
C0006,2024-10-01,Starter,True,3,1
C0006,2024-11-01,Starter,True,9,2
C0006,2024-12-01,Starter,True,9,4
C0007,2023-01-01,Starter,True,10,1
C0007,2023-02-01,Starter,True,3,2
C0007,2023-03-01,Starter,True,8,4
C0007,2023-04-01,Starter,True,10,3
C0007,2023-05-01,Starter,True,3,3
C0007,2023-06-01,Starter,True,10,3
C0007,2023-07-01,Starter,True,8,4
C0007,2023-08-01,Starter,True,6,3
C0007,2023-09-01,Starter,True,6,2
C0007,2023-10-01,Starter,True,8,3
C0007,2023-11-01,Starter,True,3,3
C0007,2023-12-01,Starter,True,4,4
C0007,2024-01-01,Starter,True,4,2
C0007,2024-02-01,Starter,True,7,1
C0007,2024-03-01,Starter,True,6,1
C0007,2024-04-01,Starter,True,10,4
C0007,2024-05-01,Starter,True,10,3
C0007,2024-06-01,Starter,True,10,1
C0007,2024-07-01,Starter,True,5,3
C0007,2024-08-01,Starter,True,8,2
C0007,2024-09-01,Starter,True,8,1
C0007,2024-10-01,Starter,True,10,3
C0007,2024-11-01,Starter,True,7,2
C0007,2024-12-01,Starter,True,9,4
C0008,2023-01-01,Pro,True,23,5
C0008,2023-02-01,Pro,True,24,3
C0008,2023-03-01,Pro,True,21,7
C0008,2023-04-01,Pro,True,16,7
C0008,2023-05-01,Pro,True,24,8
C0008,2023-06-01,Pro,True,10,6
C0008,2023-07-01,Pro,True,8,5
C0008,2023-08-01,Pro,True,17,8
C0008,2023-09-01,Pro,True,15,8
C0008,2023-10-01,Pro,True,22,8
C0008,2023-11-01,Pro,True,17,4
C0008,2023-12-01,Pro,True,15,3
C0008,2024-01-01,Pro,True,23,7
C0008,2024-02-01,Pro,True,10,4
C0008,2024-03-01,Pro,True,20,6
C0008,2024-04-01,Pro,True,11,7
C0008,2024-05-01,Pro,True,15,8
C0008,2024-06-01,Pro,True,19,5
C0008,2024-07-01,Pro,True,9,4
C0008,2024-08-01,Pro,True,24,6
C0008,2024-09-01,Pro,False,0,0
C0009,2023-01-01,Starter,True,5,4
C0009,2023-02-01,Starter,True,10,1
C0009,2023-03-01,Starter,True,6,1
C0009,2023-04-01,Starter,True,8,1
C0009,2023-05-01,Starter,True,8,3
C0009,2023-06-01,Starter,True,10,4
C0009,2023-07-01,Starter,True,4,4
C0009,2023-08-01,Starter,True,5,1
C0009,2023-09-01,Starter,True,5,4
C0009,2023-10-01,Starter,True,4,1
C0009,2023-11-01,Starter,True,8,3
C0009,2023-12-01,Starter,True,6,1
C0009,2024-01-01,Starter,False,0,0
C0010,2023-01-01,Enterprise,True,53,11
C0010,2023-02-01,Enterprise,True,44,10
C0010,2023-03-01,Enterprise,True,35,10
C0010,2023-04-01,Enterprise,True,24,11
C0010,2023-05-01,Enterprise,True,22,9
C0010,2023-06-01,Enterprise,True,56,11
C0010,2023-07-01,Enterprise,False,0,0
C0011,2023-01-01,Starter,True,7,3
C0011,2023-02-01,Starter,False,0,0
C0012,2023-01-01,Enterprise,True,24,9
C0012,2023-02-01,Enterprise,False,0,0
C0013,2023-01-01,Starter,True,7,3
C0013,2023-02-01,Starter,True,8,2
C0013,2023-03-01,Starter,True,4,2
C0013,2023-04-01,Starter,True,6,2
C0013,2023-05-01,Starter,True,4,2
C0013,2023-06-01,Starter,True,10,1
C0013,2023-07-01,Starter,True,7,4
C0013,2023-08-01,Starter,True,10,3
C0013,2023-09-01,Starter,True,6,4
C0013,2023-10-01,Starter,True,6,4
C0013,2023-11-01,Starter,True,5,4
C0013,2023-12-01,Starter,True,7,3
C0013,2024-01-01,Starter,True,6,3
C0013,2024-02-01,Starter,True,10,2
C0013,2024-03-01,Starter,True,7,1
C0013,2024-04-01,Starter,True,8,2
C0013,2024-05-01,Starter,False,0,0
C0014,2023-01-01,Starter,True,9,1
C0014,2023-02-01,Starter,True,7,2
C0014,2023-03-01,Starter,True,8,2
C0014,2023-04-01,Starter,True,9,4
C0014,2023-05-01,Starter,True,4,1
C0014,2023-06-01,Starter,True,10,4
C0014,2023-07-01,Starter,True,7,1
C0014,2023-08-01,Starter,True,7,1
C0014,2023-09-01,Starter,True,5,1
C0014,2023-10-01,Starter,True,6,2
C0014,2023-11-01,Starter,True,10,4
C0014,2023-12-01,Starter,True,10,1
C0014,2024-01-01,Starter,True,9,1
C0014,2024-02-01,Starter,True,5,1
C0014,2024-03-01,Starter,True,3,2
C0014,2024-04-01,Starter,True,3,2
C0014,2024-05-01,Starter,True,5,1
C0014,2024-06-01,Starter,False,0,0
C0015,2023-01-01,Pro,True,19,3
C0015,2023-02-01,Pro,True,21,6
C0015,2023-03-01,Pro,True,22,7
C0015,2023-04-01,Pro,True,19,3
C0015,2023-05-01,Pro,True,11,7
C0015,2023-06-01,Pro,True,14,7
C0015,2023-07-01,Pro,True,14,8
C0015,2023-08-01,Pro,True,12,5
C0015,2023-09-01,Pro,True,18,5
C0015,2023-10-01,Pro,True,19,3
C0015,2023-11-01,Pro,True,19,3
C0015,2023-12-01,Pro,True,14,8
C0015,2024-01-01,Pro,True,17,3
C0015,2024-02-01,Pro,True,9,7
C0015,2024-03-01,Pro,True,13,5
C0015,2024-04-01,Pro,True,20,3
C0015,2024-05-01,Pro,True,24,3
C0015,2024-06-01,Pro,True,11,8
C0015,2024-07-01,Pro,True,19,8
C0015,2024-08-01,Pro,True,17,4
C0015,2024-09-01,Pro,True,10,7
C0015,2024-10-01,Pro,False,0,0
C0016,2023-01-01,Pro,True,15,7
C0016,2023-02-01,Pro,True,14,3
C0016,2023-03-01,Pro,True,24,3
C0016,2023-04-01,Pro,True,13,7
C0016,2023-05-01,Pro,True,19,7
C0016,2023-06-01,Pro,True,22,7
C0016,2023-07-01,Pro,True,18,6
C0016,2023-08-01,Pro,True,10,5
C0016,2023-09-01,Pro,True,25,3
C0016,2023-10-01,Pro,True,22,3
C0016,2023-11-01,Pro,True,10,3
C0016,2023-12-01,Pro,True,17,8
C0016,2024-01-01,Pro,True,15,4
C0016,2024-02-01,Pro,True,15,4
C0016,2024-03-01,Pro,True,12,3
C0016,2024-04-01,Pro,True,24,3
C0016,2024-05-01,Pro,True,20,6
C0016,2024-06-01,Pro,True,20,8
C0016,2024-07-01,Pro,True,13,4
C0016,2024-08-01,Pro,True,12,3
C0016,2024-09-01,Pro,True,25,5
C0016,2024-10-01,Pro,True,8,8
C0016,2024-11-01,Pro,True,22,3
C0016,2024-12-01,Pro,True,24,7
C0017,2023-01-01,Pro,True,16,5
C0017,2023-02-01,Pro,True,23,8
C0017,2023-03-01,Pro,True,12,7
C0017,2023-04-01,Pro,True,12,7
C0017,2023-05-01,Pro,True,17,5
C0017,2023-06-01,Pro,True,21,3
C0017,2023-07-01,Pro,True,20,7
C0017,2023-08-01,Pro,True,8,3
C0017,2023-09-01,Pro,True,9,6
C0017,2023-10-01,Pro,True,14,4
C0017,2023-11-01,Pro,True,10,5
C0017,2023-12-01,Pro,True,8,8
C0017,2024-01-01,Pro,True,24,7
C0017,2024-02-01,Pro,True,9,5
C0017,2024-03-01,Pro,True,13,6
C0017,2024-04-01,Pro,True,25,4
C0017,2024-05-01,Pro,True,22,5
C0017,2024-06-01,Pro,True,9,6
C0017,2024-07-01,Pro,True,8,6
C0017,2024-08-01,Pro,True,17,5
C0017,2024-09-01,Pro,True,11,4
C0017,2024-10-01,Pro,True,17,3
C0017,2024-11-01,Pro,True,12,4
C0017,2024-12-01,Pro,True,9,7
C0018,2023-01-01,Starter,True,5,4
C0018,2023-02-01,Starter,True,9,1
C0018,2023-03-01,Starter,True,10,3
C0018,2023-04-01,Starter,True,10,4
C0018,2023-05-01,Starter,True,6,4
C0018,2023-06-01,Starter,True,10,3
C0018,2023-07-01,Starter,True,10,2
C0018,2023-08-01,Starter,True,5,3
C0018,2023-09-01,Starter,True,4,4
C0018,2023-10-01,Starter,True,8,1
C0018,2023-11-01,Starter,True,7,1
C0018,2023-12-01,Starter,True,8,2
C0018,2024-01-01,Starter,True,4,1
C0018,2024-02-01,Starter,True,4,1
C0018,2024-03-01,Starter,True,8,3
C0018,2024-04-01,Starter,True,5,3
C0018,2024-05-01,Starter,True,3,2
C0018,2024-06-01,Starter,True,10,1
C0018,2024-07-01,Starter,True,6,3
C0018,2024-08-01,Starter,True,10,2
C0018,2024-09-01,Starter,True,6,3
C0018,2024-10-01,Starter,True,4,1
C0018,2024-11-01,Starter,False,0,0
C0019,2023-01-01,Pro,True,14,5
C0019,2023-02-01,Pro,True,21,5
C0019,2023-03-01,Pro,True,20,4
C0019,2023-04-01,Pro,True,10,5
C0019,2023-05-01,Pro,True,12,6
C0019,2023-06-01,Pro,False,0,0
C0020,2023-01-01,Starter,True,9,2
C0020,2023-02-01,Starter,True,6,1
C0020,2023-03-01,Starter,True,6,1
C0020,2023-04-01,Starter,True,5,1
C0020,2023-05-01,Starter,True,9,4
C0020,2023-06-01,Starter,True,4,3
C0020,2023-07-01,Starter,True,3,4
C0020,2023-08-01,Starter,True,3,1
C0020,2023-09-01,Starter,True,4,4
C0020,2023-10-01,Starter,True,10,3
C0020,2023-11-01,Starter,True,7,1
C0020,2023-12-01,Starter,True,8,1
C0020,2024-01-01,Starter,True,9,4
C0020,2024-02-01,Starter,True,5,2
C0020,2024-03-01,Starter,True,9,4
C0020,2024-04-01,Starter,True,9,3
C0020,2024-05-01,Starter,True,10,1
C0020,2024-06-01,Starter,True,9,2
C0020,2024-07-01,Starter,True,6,3
C0020,2024-08-01,Starter,True,8,2
C0020,2024-09-01,Starter,True,10,2
C0020,2024-10-01,Starter,True,3,2
C0020,2024-11-01,Starter,True,10,2
C0020,2024-12-01,Starter,True,6,1
C0021,2023-01-01,Starter,True,8,4
C0021,2023-02-01,Starter,True,3,4
C0021,2023-03-01,Starter,True,9,1
C0021,2023-04-01,Starter,True,10,2
C0021,2023-05-01,Starter,True,5,3
C0021,2023-06-01,Starter,True,5,3
C0021,2023-07-01,Starter,False,0,0
C0022,2023-01-01,Starter,True,4,1
C0022,2023-02-01,Starter,False,0,0
C0023,2023-01-01,Starter,True,7,4
C0023,2023-02-01,Starter,True,3,3
C0023,2023-03-01,Starter,True,3,1
C0023,2023-04-01,Starter,True,10,2
C0023,2023-05-01,Starter,True,8,3
C0023,2023-06-01,Starter,True,8,4
C0023,2023-07-01,Starter,True,8,1
C0023,2023-08-01,Starter,True,3,2
C0023,2023-09-01,Starter,True,5,1
C0023,2023-10-01,Starter,True,8,4
C0023,2023-11-01,Starter,True,10,3
C0023,2023-12-01,Starter,True,8,4
C0023,2024-01-01,Starter,True,7,1
C0023,2024-02-01,Starter,True,5,2
C0023,2024-03-01,Starter,True,6,1
C0023,2024-04-01,Starter,True,3,2
C0023,2024-05-01,Starter,True,9,4
C0023,2024-06-01,Starter,True,5,1
C0023,2024-07-01,Starter,True,9,3
C0023,2024-08-01,Starter,True,3,1
C0023,2024-09-01,Starter,True,9,2
C0023,2024-10-01,Starter,True,10,4
C0023,2024-11-01,Starter,True,5,2
C0023,2024-12-01,Starter,True,9,3
C0024,2023-01-01,Starter,True,10,4
C0024,2023-02-01,Starter,True,7,1
C0024,2023-03-01,Starter,True,9,3
C0024,2023-04-01,Starter,True,8,1
C0024,2023-05-01,Starter,True,7,3
C0024,2023-06-01,Starter,True,8,4
C0024,2023-07-01,Starter,True,4,1
C0024,2023-08-01,Starter,True,3,2
C0024,2023-09-01,Starter,True,9,3
C0024,2023-10-01,Starter,True,10,4
C0024,2023-11-01,Starter,True,7,4
C0024,2023-12-01,Starter,True,9,4
C0024,2024-01-01,Starter,True,4,3
C0024,2024-02-01,Starter,True,5,4
C0024,2024-03-01,Starter,True,5,3
C0024,2024-04-01,Starter,True,5,2
C0024,2024-05-01,Starter,True,8,2
C0024,2024-06-01,Starter,True,9,2
C0024,2024-07-01,Starter,True,6,2
C0024,2024-08-01,Starter,True,8,2
C0024,2024-09-01,Starter,True,9,4
C0024,2024-10-01,Starter,True,6,4
C0024,2024-11-01,Starter,True,6,1
C0024,2024-12-01,Starter,True,10,3
C0025,2023-01-01,Starter,True,6,3
C0025,2023-02-01,Starter,True,8,3
C0025,2023-03-01,Starter,True,10,1
C0025,2023-04-01,Starter,True,9,1
C0025,2023-05-01,Starter,True,7,2
C0025,2023-06-01,Starter,True,8,3
C0025,2023-07-01,Starter,True,9,2
C0025,2023-08-01,Starter,True,10,3
C0025,2023-09-01,Starter,True,3,1
C0025,2023-10-01,Starter,True,6,1
C0025,2023-11-01,Starter,False,0,0
C0026,2023-01-01,Enterprise,True,44,7
C0026,2023-02-01,Enterprise,True,21,12
C0026,2023-03-01,Enterprise,True,53,8
C0026,2023-04-01,Enterprise,True,43,6
C0026,2023-05-01,Enterprise,True,25,10
C0026,2023-06-01,Enterprise,True,48,12
C0026,2023-07-01,Enterprise,True,45,9
C0026,2023-08-01,Enterprise,True,26,6
C0026,2023-09-01,Enterprise,True,39,11
C0026,2023-10-01,Enterprise,True,59,6
C0026,2023-11-01,Enterprise,True,51,10
C0026,2023-12-01,Enterprise,True,38,11
C0026,2024-01-01,Enterprise,True,48,6
C0026,2024-02-01,Enterprise,True,49,8
C0026,2024-03-01,Enterprise,True,33,8
C0026,2024-04-01,Enterprise,True,21,11
C0026,2024-05-01,Enterprise,True,49,11
C0026,2024-06-01,Enterprise,True,23,6
C0026,2024-07-01,Enterprise,True,58,8
C0026,2024-08-01,Enterprise,True,29,8
C0026,2024-09-01,Enterprise,True,52,12
C0026,2024-10-01,Enterprise,True,51,7
C0026,2024-11-01,Enterprise,True,27,6
C0026,2024-12-01,Enterprise,True,22,12
C0027,2023-01-01,Enterprise,True,27,11
C0027,2023-02-01,Enterprise,True,56,8
C0027,2023-03-01,Enterprise,True,47,12
C0027,2023-04-01,Enterprise,True,54,11
C0027,2023-05-01,Enterprise,True,35,9
C0027,2023-06-01,Enterprise,True,40,11
C0027,2023-07-01,Enterprise,True,37,12
C0027,2023-08-01,Enterprise,True,52,12
C0027,2023-09-01,Enterprise,True,38,9
C0027,2023-10-01,Enterprise,True,37,7
C0027,2023-11-01,Enterprise,True,24,9
C0027,2023-12-01,Enterprise,True,21,8
C0027,2024-01-01,Enterprise,True,31,9
C0027,2024-02-01,Enterprise,True,57,11
C0027,2024-03-01,Enterprise,True,54,9
C0027,2024-04-01,Enterprise,True,43,6
C0027,2024-05-01,Enterprise,True,42,6
C0027,2024-06-01,Enterprise,True,36,11
C0027,2024-07-01,Enterprise,True,21,10
C0027,2024-08-01,Enterprise,True,28,11
C0027,2024-09-01,Enterprise,True,23,7
C0027,2024-10-01,Enterprise,True,53,12
C0027,2024-11-01,Enterprise,True,25,7
C0027,2024-12-01,Enterprise,True,55,6
C0028,2023-01-01,Starter,True,3,1
C0028,2023-02-01,Starter,True,4,4
C0028,2023-03-01,Starter,True,4,2
C0028,2023-04-01,Starter,True,3,3
C0028,2023-05-01,Starter,True,10,2
C0028,2023-06-01,Starter,True,3,1
C0028,2023-07-01,Starter,True,7,1
C0028,2023-08-01,Starter,True,6,2
C0028,2023-09-01,Starter,True,10,2
C0028,2023-10-01,Starter,True,5,1
C0028,2023-11-01,Starter,True,6,3
C0028,2023-12-01,Starter,True,7,3
C0028,2024-01-01,Starter,True,10,4
C0028,2024-02-01,Starter,True,9,4
C0028,2024-03-01,Starter,True,4,3
C0028,2024-04-01,Starter,True,8,2
C0028,2024-05-01,Starter,True,3,2
C0028,2024-06-01,Starter,False,0,0
C0029,2023-01-01,Pro,True,10,6
C0029,2023-02-01,Pro,True,20,5
C0029,2023-03-01,Pro,True,9,7
C0029,2023-04-01,Pro,True,15,3
C0029,2023-05-01,Pro,True,18,4
C0029,2023-06-01,Pro,True,10,5
C0029,2023-07-01,Pro,True,19,6
C0029,2023-08-01,Pro,True,13,4
C0029,2023-09-01,Pro,True,12,6
C0029,2023-10-01,Pro,True,24,7
C0029,2023-11-01,Pro,True,24,6
C0029,2023-12-01,Pro,True,15,7
C0029,2024-01-01,Pro,True,12,8
C0029,2024-02-01,Pro,True,15,3
C0029,2024-03-01,Pro,True,19,5
C0029,2024-04-01,Pro,True,20,4
C0029,2024-05-01,Pro,False,0,0
C0030,2023-01-01,Pro,True,14,3
C0030,2023-02-01,Pro,True,14,8
C0030,2023-03-01,Pro,True,14,3
C0030,2023-04-01,Pro,True,15,4
C0030,2023-05-01,Pro,True,25,8
C0030,2023-06-01,Pro,True,10,4
C0030,2023-07-01,Pro,True,14,3
C0030,2023-08-01,Pro,True,10,6
C0030,2023-09-01,Pro,True,9,5
C0030,2023-10-01,Pro,True,15,4
C0030,2023-11-01,Pro,True,19,3
C0030,2023-12-01,Pro,True,20,4
C0030,2024-01-01,Pro,True,20,4
C0030,2024-02-01,Pro,True,9,5
C0030,2024-03-01,Pro,True,20,7
C0030,2024-04-01,Pro,True,10,5
C0030,2024-05-01,Pro,True,24,7
C0030,2024-06-01,Pro,False,0,0
C0031,2023-01-01,Pro,True,23,6
C0031,2023-02-01,Pro,True,17,8
C0031,2023-03-01,Pro,True,14,6
C0031,2023-04-01,Pro,True,24,5
C0031,2023-05-01,Pro,True,25,6
C0031,2023-06-01,Pro,True,12,3
C0031,2023-07-01,Pro,True,21,3
C0031,2023-08-01,Pro,True,11,6
C0031,2023-09-01,Pro,True,12,7
C0031,2023-10-01,Pro,True,13,8
C0031,2023-11-01,Pro,True,20,4
C0031,2023-12-01,Pro,True,11,5
C0031,2024-01-01,Pro,True,20,8
C0031,2024-02-01,Pro,True,9,3
C0031,2024-03-01,Pro,True,24,4
C0031,2024-04-01,Pro,True,13,7
C0031,2024-05-01,Pro,True,22,3
C0031,2024-06-01,Pro,True,24,7
C0031,2024-07-01,Pro,True,10,4
C0031,2024-08-01,Pro,True,24,5
C0031,2024-09-01,Pro,True,13,7
C0031,2024-10-01,Pro,True,22,3
C0031,2024-11-01,Pro,True,21,7
C0031,2024-12-01,Pro,True,16,5
C0032,2023-01-01,Pro,True,16,5
C0032,2023-02-01,Pro,True,19,4
C0032,2023-03-01,Pro,True,15,3
C0032,2023-04-01,Pro,True,9,6
C0032,2023-05-01,Pro,True,15,5
C0032,2023-06-01,Pro,True,25,8
C0032,2023-07-01,Pro,True,23,7
C0032,2023-08-01,Pro,True,20,3
C0032,2023-09-01,Pro,True,20,8
C0032,2023-10-01,Pro,True,10,4
C0032,2023-11-01,Pro,True,20,7
C0032,2023-12-01,Pro,True,23,6
C0032,2024-01-01,Pro,True,23,3
C0032,2024-02-01,Pro,True,20,3
C0032,2024-03-01,Pro,True,11,5
C0032,2024-04-01,Pro,True,14,7
C0032,2024-05-01,Pro,True,17,4
C0032,2024-06-01,Pro,True,14,4
C0032,2024-07-01,Pro,True,21,7
C0032,2024-08-01,Pro,True,14,4
C0032,2024-09-01,Pro,True,21,5
C0032,2024-10-01,Pro,True,24,4
C0032,2024-11-01,Pro,True,20,5
C0032,2024-12-01,Pro,True,14,4
C0033,2023-01-01,Pro,True,9,6
C0033,2023-02-01,Pro,True,12,7
C0033,2023-03-01,Pro,True,11,4
C0033,2023-04-01,Pro,True,24,6
C0033,2023-05-01,Pro,True,17,8
C0033,2023-06-01,Pro,True,25,4
C0033,2023-07-01,Pro,True,22,7
C0033,2023-08-01,Pro,True,10,6
C0033,2023-09-01,Pro,True,14,7
C0033,2023-10-01,Pro,False,0,0
C0034,2023-01-01,Starter,True,9,4
C0034,2023-02-01,Starter,True,4,3
C0034,2023-03-01,Starter,True,8,2
C0034,2023-04-01,Starter,True,3,3
C0034,2023-05-01,Starter,True,9,3
C0034,2023-06-01,Starter,True,7,3
C0034,2023-07-01,Starter,True,4,3
C0034,2023-08-01,Starter,True,8,3
C0034,2023-09-01,Starter,True,3,2
C0034,2023-10-01,Starter,True,6,1
C0034,2023-11-01,Starter,True,10,1
C0034,2023-12-01,Starter,True,8,3
C0034,2024-01-01,Starter,True,5,3
C0034,2024-02-01,Starter,True,6,2
C0034,2024-03-01,Starter,True,7,3
C0034,2024-04-01,Starter,False,0,0
C0035,2023-01-01,Starter,True,6,2
C0035,2023-02-01,Starter,True,10,3
C0035,2023-03-01,Starter,True,8,1
C0035,2023-04-01,Starter,True,7,4
C0035,2023-05-01,Starter,True,8,2
C0035,2023-06-01,Starter,True,5,1
C0035,2023-07-01,Starter,True,7,4
C0035,2023-08-01,Starter,True,5,4
C0035,2023-09-01,Starter,True,3,2
C0035,2023-10-01,Starter,True,3,2
C0035,2023-11-01,Starter,True,6,1
C0035,2023-12-01,Starter,True,3,4
C0035,2024-01-01,Starter,False,0,0
C0036,2023-01-01,Starter,True,7,2
C0036,2023-02-01,Starter,True,5,4
C0036,2023-03-01,Starter,True,10,1
C0036,2023-04-01,Starter,True,10,2
C0036,2023-05-01,Starter,True,9,2
C0036,2023-06-01,Starter,True,7,1
C0036,2023-07-01,Starter,True,8,1
C0036,2023-08-01,Starter,False,0,0
C0037,2023-01-01,Starter,True,10,1
C0037,2023-02-01,Starter,True,3,2
C0037,2023-03-01,Starter,True,10,2
C0037,2023-04-01,Starter,True,6,1
C0037,2023-05-01,Starter,True,10,2
C0037,2023-06-01,Starter,True,4,1
C0037,2023-07-01,Starter,True,7,2
C0037,2023-08-01,Starter,False,0,0
C0038,2023-01-01,Starter,True,8,3
C0038,2023-02-01,Starter,True,9,2
C0038,2023-03-01,Starter,True,4,3
C0038,2023-04-01,Starter,True,9,4
C0038,2023-05-01,Starter,True,5,1
C0038,2023-06-01,Starter,True,8,1
C0038,2023-07-01,Starter,True,9,3
C0038,2023-08-01,Starter,True,4,4
C0038,2023-09-01,Starter,True,4,4
C0038,2023-10-01,Starter,True,8,3
C0038,2023-11-01,Starter,True,9,3
C0038,2023-12-01,Starter,True,6,2
C0038,2024-01-01,Starter,True,4,3
C0038,2024-02-01,Starter,True,3,4
C0038,2024-03-01,Starter,True,5,2
C0038,2024-04-01,Starter,False,0,0
C0039,2023-01-01,Pro,True,20,3
C0039,2023-02-01,Pro,True,21,6
C0039,2023-03-01,Pro,True,19,4
C0039,2023-04-01,Pro,False,0,0
C0040,2023-01-01,Pro,True,12,3
C0040,2023-02-01,Pro,True,17,5
C0040,2023-03-01,Pro,True,22,3
C0040,2023-04-01,Pro,True,24,8
C0040,2023-05-01,Pro,True,12,6
C0040,2023-06-01,Pro,True,25,3
C0040,2023-07-01,Pro,True,16,6
C0040,2023-08-01,Pro,False,0,0
C0041,2023-01-01,Pro,True,11,4
C0041,2023-02-01,Pro,True,11,8
C0041,2023-03-01,Pro,True,19,5
C0041,2023-04-01,Pro,True,15,7
C0041,2023-05-01,Pro,True,10,4
C0041,2023-06-01,Pro,True,23,8
C0041,2023-07-01,Pro,True,19,8
C0041,2023-08-01,Pro,True,12,7
C0041,2023-09-01,Pro,True,16,8
C0041,2023-10-01,Pro,True,22,8
C0041,2023-11-01,Pro,True,9,8
C0041,2023-12-01,Pro,True,9,5
C0041,2024-01-01,Pro,True,8,6
C0041,2024-02-01,Pro,True,20,5
C0041,2024-03-01,Pro,True,21,4
C0041,2024-04-01,Pro,True,19,8
C0041,2024-05-01,Pro,True,12,6
C0041,2024-06-01,Pro,True,19,3
C0041,2024-07-01,Pro,True,18,7
C0041,2024-08-01,Pro,True,19,7
C0041,2024-09-01,Pro,True,19,6
C0041,2024-10-01,Pro,True,13,6
C0041,2024-11-01,Pro,True,25,8
C0041,2024-12-01,Pro,True,12,6
C0042,2023-01-01,Starter,False,0,0
C0043,2023-01-01,Pro,True,10,8
C0043,2023-02-01,Pro,True,12,3
C0043,2023-03-01,Pro,True,21,6
C0043,2023-04-01,Pro,True,25,5
C0043,2023-05-01,Pro,False,0,0
C0044,2023-01-01,Starter,True,4,1
C0044,2023-02-01,Starter,True,9,4
C0044,2023-03-01,Starter,True,4,3
C0044,2023-04-01,Starter,True,6,3
C0044,2023-05-01,Starter,False,0,0
C0045,2023-01-01,Pro,True,23,4
C0045,2023-02-01,Pro,True,15,4
C0045,2023-03-01,Pro,True,15,7
C0045,2023-04-01,Pro,True,12,8
